System,Utterance,Source,ref1,ref2,hyp
Facebook-AI,187,"Podezření na žhářství vyšetřovatelé prověřovali kvůli tomu, že požár postupoval chrámem ze tří různých míst.
","The investigators suspected arson as the fire had spread from three different places in the cathedral.
","Investigators have launched an arson inquiry, as the fire spread from three different points in the cathedral.
","Investigators investigated the suspicion of arson due to the fact that the fire advanced through the temple from three different places.
"
Facebook-AI,188,"Policie zároveň u vchodů nezjistila žádné známky toho, že by se do katedrály někdo dostal násilím.
","Police also did not find any signs of burglary in the cathedral.
","At the same time, however, the police haven't found any signs of forced entry.
","At the same time, the police found no signs at the entrances that anyone had forced their way into the cathedral.
"
Facebook-AI,189,"Obviněným je dobrovolník u místní diecéze, devětatřicetiletý rwandský uprchlík.
","The accused man, the 39-year-old immigrant from Rwanda, is a voluntary church assistant.
","Prosecutors charged a 39-year-old volunteer in the local diocese and Rwandan refugee.
","The accused is a volunteer with the local diocese, a 39-year-old Rwandan refugee.
"
Facebook-AI,190,"Policie ho zatkla už krátce po požáru, ale poté jej propustila, aniž zahájila trestní stíhání.
","He was arrested by police shortly after the fire breakout but was released afterwards without being prosecuted.
","He had already been detained shortly after the fire, but then released without charge.
","Police arrested him shortly after the fire, but then released him without pursuing criminal charges.
"
Facebook-AI,191,"Nyní prokuratura informovala, že na základě nových důkazů byl muž v sobotu zatčen znovu, přiznal se a čelí obvinění ze žhářství.
","The prosecution office informed that the man, based on new evidence, had been arrested on Saturday again, had confessed and faced the charge with arson.
","The prosecutor's office now issued a statement saying that the man was arrested again on Sunday based on new evidence; he confessed and has been charged with arson.
","Now the prosecutor's office has reported that, on the basis of new evidence, the man was arrested again on Saturday, confessed and is facing charges of arson.
"
Facebook-AI,192,"V případě, že bude shledán vinným, mu hrozí až deset let vězení a vysoká pokuta.
","In case he is found guilty, he faces up to ten years of prison and a large fine.
","If he's found guilty, he could face up to 10 years in prison and a hefty fine.
","If found guilty, he faces up to ten years in prison and a hefty fine.
"
Facebook-AI,193,"Podle svého advokáta muž činu lituje a rozhodl se s vyšetřovateli plně spolupracovat, napsal Le Monde.
","The man regrets his action, according to his lawyer, and he decided to cooperate fully with police, Le Monde wrote.
","Le Monde reported that, according to his lawyer, he regrets his actions and has decided to fully cooperate with the investigators.
","According to his lawyer, the man regrets the act and has decided to fully cooperate with the investigators, Le Monde wrote.
"
Facebook-AI,194,"Vojtěch: V pondělí představíme ""semafor"" pro epidemiologická opatření
","Vojtěch: We are to introduce ""traffic lights"" model for anti-epidemic measures
","Czech Health Minister Vojtěch: A new system of epidemiological measures will be introduced on Monday
","Vojtěch: On Monday we will present a ""traffic light"" for epidemiological measures
"
Facebook-AI,195,"Nový systém má plnit roli pandemického plánu, kvůli jehož absenci čelí vláda a ministerstvo zdravotnictví kritice.
","New system shall be equivalent to a pandemic plan which has been lacking so far, and because of which the goverment and the Ministry of Health have been criticised for.
","The new system will act as a pandemic plan, whose absence has earned both the Czech Government and the Ministry of Health a lot of criticism.
","The new system is intended to fulfil the role of a pandemic plan, the absence of which has led to criticism of the government and the Ministry of Health.
"
Facebook-AI,196,"""Stupně budou podle síly komunitního šíření,"" vysvětlil ministr.
","""The levels will be set out according to the strength of the community spread,"" the minister explained.
","“The alert levels will be determined by the severity of community transmission,” the Minister explained.
","""The levels will be according to the strength of community spread,"" the minister explained.
"
Facebook-AI,197,"Dodal, že v současnosti by například Moravskoslezský kraj nebo Praha dosahovaly středního, oranžového stupně.
","He added that Moravskoslezský region and Prague would be in the middle level of risk currently.
","He added that, as things stand now, the Moravian-Silesian Region and Prague would be in the middle, orange level.
","He added that at present, for example, the Moravian-Silesian Region or Prague would reach the middle, orange level.
"
Facebook-AI,198,"Systém je navržen jako regionální, protože situace v jednotlivých krajích se významně liší, doplnil.
","The system has been designed on a regional basis because the situation varies in different regions significantly, he added.
","The system was designed to work on a regional level, since there are significant differences in the situations across the regions, said the Minister.
","The system is designed as a regional one, because the situation in individual regions varies significantly, he added.
"
Facebook-AI,199,"Na systému ministerstvo spolupracovalo s epidemiology a Ústavem zdravotnických informací a statistiky (ÚZIS).
","When developing the system, the Ministry of Health cooperated with epidemiologists and the Institute of Health Information and Statistics (ÚZIS).
","The Ministry developed the system in collaboration with epidemiologists from the Institute of Health Information and Statistics of the Czech Republic (ÚZIS).
","The ministry worked with epidemiologists and the Institute of Health Information and Statistics (IHIS) on the system.
"
Facebook-AI,200,"Na jednotlivé stupně budou podle ministra navázána konkrétní opatření, ať už jde o povinnost nošení roušek nebo organizaci zvláštních oddělení v nemocnicích.
","According to the minister, the levels will be separate and will include specific measures, either obligation to wear face masks or organising special hospital units.
","Each alert level will come with a set of particular measures, be it the obligation to wear a face mask or the establishment of special hospital departments.
","According to the minister, specific measures will be linked to the individual levels, whether it is the obligation to wear masks or the organization of special departments in hospitals.
"
Facebook-AI,201,"K vytvoření epidemiologického plánu v pořadu televize Prima Partie vyzval ministr vnitra Jan Hamáček (ČSSD), podle kterého by lidé měli mít jasné informace o tom, jaká opatření mohou očekávat, pokud se epidemiologická situace zhorší.
","It was the Minister of the Interior Jan Hamáček (ČSSD) who had called for creating a pandemic plan in TV show Prima Partie, according to which people should be given clear information about what measures they can expect in case the pandemic situation gets worse.
","It was Czech Interior Minister Jan Hamáček (Czech Social Democratic Party) who called for an epidemiological plan in the Partie debate show broadcasted on the Prima channel, stating that people should have clear information on what measures to expect, should the epidemiological situation deteriorate.
","Interior Minister Jan Hamáček (ČSSD) called for the creation of an epidemiological plan in the Prima Partie television programme, according to which people should have clear information about what measures they can expect if the epidemiological situation worsens.
"
